name,start_time,finish_time,duration,executed_at
ServiceDiversity,3633.947009744354,3674.1216658528037,40.17465610844965,application
CompleteTopologyShuffle,3665.0380968587815,3715.1215378214974,50.08344096271594,network
HostTopologyShuffle,3725.885406545909,3770.994682212975,45.10927566706596,network
IPShuffle,3786.2318763083445,3826.3960893374597,40.16421302911522,network
OSDiversity,3816.2850728621574,3852.0724297851357,35.78735692297823,application
PortShuffle,3879.333287425386,3909.623674628213,30.290387202826878,application
ServiceDiversity,3941.1703147389744,3982.622437848738,41.45212310976376,application
CompleteTopologyShuffle,3971.394213942507,4021.479731761413,50.08551781890583,network
HostTopologyShuffle,4032.421730625681,4077.608447167322,45.18671654164109,network
IPShuffle,4092.578370391443,4133.382127978403,40.80375758696027,network
OSDiversity,4123.648352630438,4159.401842908584,35.753490278145364,application
