name,start_time,finish_time,duration,current_host,current_host_uuid,compromise_host,compromise_host_uuid,current_host_attempt,cumulative_attempts,cumulative_compromised_hosts,compromise_users,interrupted_in,interrupted_by
EXPLOIT_VULN,1071.7236039406685,1097.5181853291087,25.794581388440292,1,aa681631-7d60-4eae-892e-305909868169,None,None,3,14,0,[],application,PortShuffle
SCAN_PORT,1107.5181853291087,1127.5181853291087,20.0,1,aa681631-7d60-4eae-892e-305909868169,None,None,3,14,0,[],None,None
EXPLOIT_VULN,1127.5181853291087,1138.6850956114295,11.166910282320714,1,aa681631-7d60-4eae-892e-305909868169,None,None,3,14,0,[],application,ServiceDiversity
SCAN_PORT,1148.6850956114295,1168.6850956114295,20.0,1,aa681631-7d60-4eae-892e-305909868169,None,None,3,14,0,[],None,None
EXPLOIT_VULN,1168.6850956114295,1181.1692585275991,12.48416291616968,1,aa681631-7d60-4eae-892e-305909868169,None,None,3,14,0,[],network,CompleteTopologyShuffle
SCAN_HOST,1191.1692585275991,1201.1692585275991,10.0,-1,-1,None,None,0,14,0,[],None,None
ENUM_HOST,1201.1692585275991,1216.1692585275991,15.0,-1,-1,None,None,0,14,0,[],None,None
SCAN_PORT,1216.1692585275991,1235.2218024329366,19.052543905337416,1,aa681631-7d60-4eae-892e-305909868169,None,None,4,14,0,[],network,HostTopologyShuffle
SCAN_HOST,1245.2218024329366,1255.2218024329366,10.0,-1,-1,None,None,0,14,0,[],None,None
ENUM_HOST,1255.2218024329366,1270.2218024329366,15.0,-1,-1,None,None,0,14,0,[],None,None
SCAN_PORT,1270.2218024329366,1290.2218024329366,20.0,1,aa681631-7d60-4eae-892e-305909868169,None,None,5,14,0,[],None,None
EXPLOIT_VULN,1290.2218024329366,1290.5571728712123,0.33537043827573143,1,aa681631-7d60-4eae-892e-305909868169,None,None,5,14,0,[],network,IPShuffle
SCAN_HOST,1300.5571728712123,1310.5571728712123,10.0,-1,-1,None,None,0,14,0,[],None,None
ENUM_HOST,1310.5571728712123,1325.5571728712123,15.0,-1,-1,None,None,0,14,0,[],None,None
SCAN_PORT,1325.5571728712123,1345.5571728712123,20.0,1,aa681631-7d60-4eae-892e-305909868169,None,None,6,14,0,[],None,None
EXPLOIT_VULN,1345.5571728712123,1370.861909672592,25.304736801379704,1,aa681631-7d60-4eae-892e-305909868169,None,None,6,14,0,[],application,PortShuffle
SCAN_PORT,1380.861909672592,1400.861909672592,20.0,1,aa681631-7d60-4eae-892e-305909868169,None,None,6,14,0,[],None,None
EXPLOIT_VULN,1400.861909672592,1413.236613325209,12.374703652616972,1,aa681631-7d60-4eae-892e-305909868169,None,None,6,14,0,[],application,ServiceDiversity
SCAN_PORT,1423.236613325209,1443.236613325209,20.0,1,aa681631-7d60-4eae-892e-305909868169,None,None,6,14,0,[],None,None
EXPLOIT_VULN,1443.236613325209,1454.548014084869,11.311400759660046,1,aa681631-7d60-4eae-892e-305909868169,None,None,6,14,0,[],network,CompleteTopologyShuffle
SCAN_HOST,1464.548014084869,1474.548014084869,10.0,-1,-1,None,None,0,14,0,[],None,None
ENUM_HOST,1474.548014084869,1489.548014084869,15.0,-1,-1,None,None,0,14,0,[],None,None
SCAN_PORT,1489.548014084869,1509.548014084869,20.0,1,aa681631-7d60-4eae-892e-305909868169,None,None,7,14,0,[],None,None
EXPLOIT_VULN,1509.548014084869,1511.1597687170345,1.6117546321654572,1,aa681631-7d60-4eae-892e-305909868169,None,None,7,14,0,[],network,HostTopologyShuffle
SCAN_HOST,1521.1597687170345,1531.1597687170345,10.0,-1,-1,None,None,0,14,0,[],None,None
ENUM_HOST,1531.1597687170345,1546.1597687170345,15.0,-1,-1,None,None,0,14,0,[],None,None
SCAN_PORT,1546.1597687170345,1565.0056879673132,18.845919250278712,1,aa681631-7d60-4eae-892e-305909868169,None,None,8,14,0,[],network,IPShuffle
SCAN_HOST,1575.0056879673132,1585.0056879673132,10.0,-1,-1,None,None,0,14,0,[],None,None
ENUM_HOST,1585.0056879673132,1600.0056879673132,15.0,-1,-1,None,None,0,14,0,[],None,None
SCAN_PORT,1600.0056879673132,1620.0056879673132,20.0,1,aa681631-7d60-4eae-892e-305909868169,None,None,9,14,0,[],None,None
EXPLOIT_VULN,1620.0056879673132,1645.0408551057765,25.035167138463294,1,aa681631-7d60-4eae-892e-305909868169,None,None,9,14,0,[],None,None
BRUTE_FORCE,1645.0408551057765,1647.0811929839376,2.0403378781611536,1,aa681631-7d60-4eae-892e-305909868169,None,None,9,26,0,[],application,PortShuffle
SCAN_PORT,1657.0811929839376,1677.0811929839376,20.0,1,aa681631-7d60-4eae-892e-305909868169,None,None,9,26,0,[],None,None
EXPLOIT_VULN,1677.0811929839376,1702.9006063500235,25.819413366085882,1,aa681631-7d60-4eae-892e-305909868169,1,aa681631-7d60-4eae-892e-305909868169,9,26,0,"['Gilly', 'Lauretta', 'Shandeigh', 'Adriaens', 'Selene']",None,None
SCAN_NEIGHBOR,1702.9006063500235,1712.9006063500235,10.0,1,aa681631-7d60-4eae-892e-305909868169,None,None,9,47,1,[],None,None
ENUM_HOST,1712.9006063500235,1727.9006063500235,15.0,1,aa681631-7d60-4eae-892e-305909868169,None,None,9,47,1,[],None,None
SCAN_PORT,1727.9006063500235,1747.9006063500235,20.0,61,e48dcce1-4fde-45bc-8764-873a5b943577,None,None,1,47,1,[],None,None
EXPLOIT_VULN,1747.9006063500235,1760.1657817990363,12.265175449012759,61,e48dcce1-4fde-45bc-8764-873a5b943577,None,None,1,47,1,[],network,CompleteTopologyShuffle
SCAN_HOST,1770.1657817990363,1780.1657817990363,10.0,-1,-1,None,None,0,47,1,[],None,None
ENUM_HOST,1780.1657817990363,1795.1657817990363,15.0,-1,-1,None,None,0,47,1,[],None,None
SCAN_PORT,1795.1657817990363,1814.1547490013636,18.98896720232733,52,1273a08a-c3fa-4f1e-b98f-9a0c50d7406e,None,None,1,47,1,[],network,HostTopologyShuffle
SCAN_HOST,1824.1547490013636,1834.1547490013636,10.0,-1,-1,None,None,0,47,1,[],None,None
ENUM_HOST,1834.1547490013636,1849.1547490013636,15.0,-1,-1,None,None,0,47,1,[],None,None
SCAN_PORT,1849.1547490013636,1869.1547490013636,20.0,52,794b26f3-c9b5-418f-93f6-f892cc795767,None,None,2,47,1,[],None,None
EXPLOIT_VULN,1869.1547490013636,1870.2110035971284,1.0562545957648126,52,794b26f3-c9b5-418f-93f6-f892cc795767,None,None,2,47,1,[],network,IPShuffle
SCAN_HOST,1880.2110035971284,1890.2110035971284,10.0,-1,-1,None,None,0,47,1,[],None,None
ENUM_HOST,1890.2110035971284,1905.2110035971284,15.0,-1,-1,None,None,0,47,1,[],None,None
SCAN_PORT,1905.2110035971284,1925.2110035971284,20.0,52,794b26f3-c9b5-418f-93f6-f892cc795767,None,None,3,47,1,[],None,None
